uuid,name,address,city,zip,exists_file1,exists_file2,number_of_occurrences
cee91decd53c6209ac844fdc801be0de2c73f864d21abd32d919470513ece9e7,ALLSTATE INSURANCE COMPANY,401 MCCULLOUGH DR,CHARLOTTE,28262,true,false,2
c879c7e57627e24d4ba5bf9b28cf32158a9af04242af1ca0f0c82c3d943210ee,RACKITY HALL CAMP,5065 MAYBANK HWY,WADMALAW ISLAND,29487,true,false,2
d8f1a9d510facb4955604c8c425bc11247c85b49145d672ab4b9f2e52150a41b,Y HAYASHI  SONS,2460 GARCIA WAY,ARROYO GRANDE,93420,true,false,2
3360f38ce7ee61591948451db3cf94a7e993101dfd0a3280e86852ddefce15cb,HEALTH FORCE MEDICAL STAFF RELIEF,1501 N DELEON SUITE A,VICTORIA,77901,true,false,2
5be5bae09202fd80b5cf4e46791baf6aa6c1fc8ae5b7da9ae8e2e3e6da04d5d6,MSJE ENTERPRISES INC,210 SE 19TH STREET,GRAND PRAIRIE,75050,true,false,2
34907ee2b3d0c565aace137f8dd0bea56b5b34f20c4ff83256766dde0ab1db74,DENNIS MOFFITT PAINTING,1428 KINGSTOWN RD,WAKEFIELD,2879,true,false,2
24485657254f8254e9a5179975e2553cfea8924d2600c12331f89cf3c7ce3fdf,OMEGA CONTRACTING INC,2518 CHALK HILL ROAD,DALLAS,75212,true,false,2
ba1ccbab3878d555885a63a50af7d4ea9a83e8641a5df07cf4b5bbc6bc3f6aff,SALE AUTO MALL INC,1053 HWY 258 N,KINSTON,28504,true,false,2
5839f6555f27c67a38abc240f732f3a1aed171b3861a9281b804aa211802a0b6,KNISHKA RESTAURANT ASSOCIATES INC,2 SOUTH STREET,GARDEN CITY,11530,true,false,2
236be67266a4601c7d16cf99eef332ecb27615f9a91b487d8fc1ea1784828017,SUBWAY,7941 S BROADWAY,LITTLETON,80122,true,false,2
6b64afbf4e3ef55c40f3e4a319fd9bd75d4e2758c22636234ba0998c3974464e,PLAINVIEW DINER,1094 OLD COUNTRY ROAD,PLAINVIEW,11803,true,false,2
8eda7ba3eeed629adda35bc2debd5a4f77efb5d34515cec0eefa38bc44eed785,NEW CHINA BUFFET,5841 LAKE WORTH ROAD,LAKE WORTH,33463,true,false,2
af1d4d913777954e82b43a52b6ef1d3c44538c4db5d1f82f88b3b05806b51377,BAYSIDE NURSING LLC,177 AIRPORT RD,WARWICK,2889,true,false,2
85c9d99bdde443e5ab8485fb93347a064b68aaed47387f1904c72f9259cde78a,TACONIC DDSO,26 CENTER CIRCLE,WASSAIC,12592,true,false,2
d77a35f191e8d872ad3b9feec162e59d1e06b31094d381eabf5fc43fe921cbf1,CASTRO HUMBERTO FLC,645 S GOLDENROD AVE,KERMAN,93630,true,false,2
42add191da76ea3b2e3542b12ebee192ce329126742601a47f3653ab1660e48f,DESTINATION VAIL HOTEL INC,1300 WESTHAVEN DR,VAIL,81657,true,false,2
cda196aca3fecccd6bd66382639eb0b0933d1ed008fc50685ae85ba3166a2236,JUBILEE FOODS,10 BUFFALO ST,GOWANDA,14070,true,false,2
a1d3bb8d65560958f4572a367e81ce08ba391687f0ec371b4acd5aacb2f8ee64,NURSE STAT,5903 RIDGEWOOD ROAD SUITE 300,JACKSON,39211,true,false,2
60539aacbe16e1ca77d424edd6d6a5b004b45230d2fb34ca9845ce9197519e8e,JF SOBIESKI MECHANICAL CONTRACTORS INC,14 HADCO ROAD,WILMINGTON,19804,true,false,2
63c941e7d7311993bcd79578577b8c4e2887d4a4002e3e0a5d6dedd61c976b9d,FINE FAIR,4768 4776 BROADWAY,NEW YORK,10034,true,false,2
a17f3ddd339d06e2c15671969fc214ec27a7f0e83eafe40fcd2b178b98c617bd,ROADCO TRANSPORTATION,3417 S CICERO,CICERO,60408,true,false,2
b7799efae19852471f3aff0a9b399ff51c18fc7493686124faed2b043873ac8e,SUBWAY,20510 ROUTE 19 SUITE 108,CRANBERRY TOWNSHIP,16066,true,false,2
20fcafc83055a60527d10b7bb56c5182777e088d05699042bd0d759baaa99272,LANIER POOLS LLC,256 JAMIL ROAD,COLUMBIA,29210,true,false,2
9fc0243997472fe68a1cfc1665bb1de6a6d6938941a26c57f0abe50029893bee,COUNTRY MART,425 N MAPLE,GARNETT,66032,true,false,2
75c3dd19072a1528939df59e746b0a8accacce8d980eb78b64eec4f7b05cecee,MARTINSVILLE NISSAN INC,4760 GREENSBORO ROAD,RIDGEWAY,24148,true,false,2
35d3c4095d880100174fcb411eb6f134f67bc6346c58baa712b869ddcc281b59,KING PAINTING INC,85 FLAGSHIP DRIVE SUITE K,NORTH ANDOVER,1845,true,false,2
f5d5bd5aec409dfa82b4ab034bbac8d860f70801114a63f71dd1bb5878cb6d29,SINAI HOSPITAL OF GREATER DETROIT,6071 W OUTER DRIVE,DETROIT,48235,true,false,2
7cc76cea759f1f495fcc3e5c68ec187a65b2bcdf3e567250942dab9724fbef9b,MILWAUKEE AREA TECHNICAL COLLEGE,700 W STATE ST,MILWAUKEE,53233,true,false,2
08dde5bc3e0f0da8e180d79ef7ebcec7aa99d3d2075fd9ca8886f2249acc3a9f,PINKYS PUPU BAR AND GRILL,970 NORTH KALAHEO AVE,KAILUA,96734,true,false,2
5ad8acb36db10f3971ffa7541dde6851821e2ea52890ed5523a8971baf08b6b6,VALLEY RESOURCE CENTER,1285 NORTH SANTA FE,HEMET,92543,true,false,2
d1cb3b83626806ef301f2019f7d4b8d22342c841b1ce66f9c4886800f514dc00,DIMARE HOMESTEAD INC,258 NW 1ST STREET,HOMESTEAD,33034,true,false,2
39c253d0f032a0cb52743f906117a34d1ba450e0c423926e94f665565febcfa0,ABER FENCE AND SUPPLY COMPANY INC,12239 MOSIELEE ST,HOUSTON,77086,true,false,2
d553c15c85fb057d6afb23b0935073240dd647c746966deee680db4d4ef4088e,CHABA THAI BISTRO INC,6434 PHELAN BLVD,BEAUMONT,77706,true,false,2
69c1bd690c5d847702dbc1f9354f7a639faad2200c9d0042c4debb1329cf9cb5,PLAINVIEW DINER INC,1094 OLD COUNTRY ROAD,PLAINVIEW,11803,true,false,2
1e5e51b32be536339b9063fecb48f6d4e699935b2bd5ed1bfc1a7704f3f2ef78,SFALI INC,1224 EISENHOWER PARKWAY,MACON,31206,true,false,2
48905b3f01a9b51681c23a82c03b7abd48f73696d3e01279f6c0d2001b549d5d,MANGUALS OFFICE CLEANING,P O BOX 2527,GUAYNABO,970,true,false,2
8f91ee7c4b4bd724413e025a212146770e8f2042e8e8a1f2738bdf30b077ce7b,RIVER CITY CONSTRUCTION LLC,1201 E ROLLINS,COLUMBIA,65211,true,false,2
2531dd6928d479be24c8ecb661607d2680a7c1bf02a2a537a74b9dd8e9c3ba05,EXEMPLA GOOD SAMARITAN MEDICAL CENTER,200 EXEMPLA CIRCLE,LAFAYETTE,80026,true,false,2
7f9e58b7d1ed3f66183cea5519c52d3144aa90a8ce79c7e15ecdf55cdd109572,OXFORD POLICE DEPARTMENT,701 MAIN STREET,OXFORD,4270,true,false,2
0455d5f9a2be5ec32af457207b1269ebd4d540a3dd7d97db9bf4ae2cb08089a2,PERRY COUNTY SHELTERED WORKSHOP INC,618 INDUSTRIAL DR,PERRYVILLE,63775,true,false,2
5ed1307cce275029a248ae32ddae86102918df08f597bcffbe7058a7c9944d2c,ABADIN PLUMBING  HEATING INC,111 ALBERT AVE,NEWARK,7105,true,false,2
eb92aad7bbe6a2a6843ca95d3e44d6bc1b34c9948e09d6244151b24f4f4cf780,TIMING INC,2809 S SANTA FE AVE,LOS ANGELES,90058,true,false,2
0525351df515c3f30e14ae7536b51840558d5fe749aa7c307f87097c1bfef86f,PERSONALLY YOURS EMBROIDERY AND GIFTS,1360 N COLLEGE AVE,FAYETTEVILLE,72703,true,false,2
2213987e4edf559bd852c763c0fbf3fa2bb9f662a17ffefcc8a3c6ebd1daf5a0,SBR ENTERPRISE INC,P O BOX 502862,SAIPAN,96950,true,false,2
544397e46336c7e5a7f8712379901dca02980291dc0736d85600e5becd3d3957,COMFORT SUITES,3001 HIGHWOOD BLVD,SMYRNA,37167,true,false,2
dc6f394337e3074d8cc4542b5eed626efeffe86499cbb36c4c6fd92d85ad9993,CONCHO CAR WASH  LUBE CENTER,706 WEST AVENUE N,SAN ANGELO,76903,true,false,2
71f4f1d43d943ca1b38c052962a8e53962936763e6822102f4682c085557df71,MI PUEBLO SAN JOSE INC,1745 STORY ROAD,SAN JOSE,95122,true,false,2
985282c8013f0fa976cb6e112db0904e59cf0134025a64d135d7d4affb45171b,THE Q RESTAURANT,660 WASHINGTON STREET,BOSTON,2111,true,false,2
655d65d68d64176eb2c32ae99ad636779d267b110c932b9139e12192eec7496d,JESUS BECERRA HARVESTING,1535 MAPLE ST,LAKE PLACID,33852,true,false,2
badd8d9f73c6c395c491a17268601a53b6b95b208c0d59c5a4d6d9ab71dbe466,NEW YORK CITY DEPARTMENT OF EDUCATION,65 COURT STREET,BROOKLYN,11201,true,false,2
a2fae407d72af488d9b924719a968d23ae446ad9ad29782032b0258b74b90648,COOSAW AG LLC,580 FAIRFAX BARTON HWY,FAIRFAX,29827,true,false,2
81f99183fbb9f1660570ccda1aa587885a9365394beb5b0c88861fb3f2ec874b,DEVELOPMENTAL PATHWAYS,325 INVERNESS DRIVE SOUTH,ENGLEWOOD,80112,true,false,2
06709f5bc24963efa78d3d93963d2fead3d7df70d781d5d2dc93fa6ae06c9c70,LUCCA FREEZER  COLD STORAGE INC,2321 INDUSTRIAL WAY,VINELAND,8360,true,false,2
ccf379f79be98f53f7c84a9d7d9573f33b55b9877d07287d9490262cb2748502,CROSSPOINT SECURITY  CONSULTING CORP,230 RAMOS ANTONINI STREET,MAYAGUEZ,681,true,false,2
56b448cf803657306b00ed4d4f15b776e0e706efc8180211067a9f054ac34c29,NEW FOUNDATION GROUP HOME,PO BOX 179,BETHEL,27812,true,false,2
a55eef7c587f3f48cfd771c34a4665a183b4f954e4e591ecfddd4b325340b78c,RANDOLS SEAFOOD PROCESSING COMPANY,2320 KALISTE SALOOM ROAD,LAFAYETTE,70508,true,false,2
7247ce164f6bf77578b5e89fb64892cd42264835c2185a2bcd2feae517bc16e2,WILSON FARMS,51 BERGOLD LANE,DOVER,19901,true,false,2
a903e424fc3040cb248cc879723ac04bae4c6e542c6dd2a1656dde56eeba86ce,PBK ARCHITECTS,11 GREENWAY PLAZA,HOUSTON,77046,true,false,2
f1e0ac5d563b50d1ff00e3e70a13c6fd6b6ae0f20a469643bd3e8353b28900cf,CALIFORNIA HUMAN DEVELOPMENT CORPORATION,1695 PINER ROAD,SANTA ROSA,95403,true,false,2
7b6a83b3b976a9298b8ab65cf828aeade61cf42e7c9062987c5410b415ab1c69,FRONTERA PRODUCEHERNANDEZ RICARDO FLC,PO BOX 2019,EDINBURG,78540,true,false,2
cee1bf04ab9f84630fc63d30f4b47a8144e7be9f42d0d73e4e16c9458eead54d,DUDA CAMP SOUTH,7543 HWY 162,HOLLYWOOD,29449,true,false,2
c4108be1d6134fa69c0dcba2065c18bc10daf6432a5d064f27a9b98f6515c797,Q EXPRESS,525 4TH ST SW,HICKORY,28602,true,false,2
51e155ade3190c4d63ff4c5eda0e7e82692ee12311bdab1a5a00393a22d7aba1,CONESTOGA VIEW,900 E KING STREET,LANCASTER,17602,true,false,2
408a721d7fcca9a7f6004089328a58986572fc725585bc2ad67808e05e9450ac,CEDAR CREEK ASSISTED LIVING,1124 CEDAR CREEK RD,FAYETTEVILLE,28312,true,false,2
d59df9b9f8334fc776b5550fe2942fa1902e6f9a427233324d8d069493255e1c,SAVE HOME HEALTH CARE INC,719 N UPPER BROADWAY,CORPUS CHRISTI,78401,true,false,2
045b64a12c463af543d786d5f5327ebf996407e10b3613691052c9d56ce0332d,SPIRIT AEROSYSTEMS INC,3801 S OLIVER,WICHITA,67210,true,false,2
ccf795c71ce63cbb7ed4e9d51daa76f87b0712f262f107b38722d662345c5b6a,NICHOLAS CONSTRUCTION SERVICES INC,11418 N WOODSIDE AVE,SANTEE,92071,true,false,2
0546863a3c117d426a3be2b12e9172050a8a9ff11ea054c1e6ab2add63ec51ee,JJ GLOBAL,508 CHALAN SAN ANTONIO PLAZA SUITE 1A,TAMUNING,96913,true,false,2
64d4ff63182039ada3626b66dceddbbbb5befea1596e29b7e14483058b387820,FOOT LOCKER INC,JEFFERSON VALLEY MALL,YORKTOWN HEIGHTS,10598,true,false,2
9d01fef0e83734b5e777a1dcb02bcb7024eaaf2cbfd2c259d781ff02e3ac10d2,PERYEA TRANSPORTATION,7088 INTERSTATE ISLAND ROAD,SYRACUSE,13209,true,false,2
b9f5ce08ac2fe92e0a72fe061454bd006c69385f7f5f61d0d8edc99b0bb2b464,MONSANTO,1101 N JOHN ST,FARMER CITY,61842,true,false,2
b0f412e892e4645d2e872267f2ddca8579c9f49bb5afa38be7ed53a577181dfd,ZACHRY INDUSTRIAL INC,303 N 4TH ST,BUCKEYE,85326,true,false,2
0e14062e00ea8c24bcade69efd5c5701f374e77aed8ca96e4171a8c7aec0c85f,M BRETT PAINTING COMPANY INC,458 SHORE RD,OLD LYME,6371,true,false,2
e0a93d201a3994f8bbf63b11510561bd58df50720fd097c84327c9c3783763ce,ST JUDE EMS INC,3329 WESTSIDE DR,PASADENA,77504,true,false,2
f461529e00c336d2fe6b1cce6840ce405b45919ba8a63a4881ce4adcd726acb5,D  D GARAGE DOORS OF ORLANDO INC,1723 PREMIER ROW,ORLANDO,32809,true,false,2
1f1121231c5d350210d5d5c015689d85937927efb48a60a579ab4a4392c502d0,UNITED SHEET METAL INC,51 RITCHIE ROAD,CAPITOL HEIGHTS,20743,true,false,2
63c7225f040fc40fbaa2d01aac1435f2739a31898e48c7671ad1238fa4150dff,STERLING MEDICAL ASSOCIATES INC,411 OAK STREET,CINCINNATI,45219,true,false,2
b98eac002d48e2baa2bca9c67702ba8b26a6d662c87f5a51a9ddcbc25af87474,HARVEST FARM,125 LONG PLAIN ROAD,SOUTH DEERFIELD,1373,true,false,2
090f78baf6f2130243000352030ec407765cec7c2c8f360895fe3d4914b1b301,JIM WALTER RESOURCES INC,16243 HWY 216,BROOKWOOD,35444,true,false,2
442663d0b0fa8333ea8835f4b8891cba059f06c8795e95df7aec1b24ee5a1b38,LANKFORD PROTECTIVE SERVICES,2711 B PINEDALE ROAD,GREENSBORO,27408,true,false,2
0363fd72b8afe050107eaacc96af71863f01c9f880c897263924b201680b0923,JAC INC,PO BOX 502645 CK,SAIPAN,96950,true,false,2
b9c6383a4199fcdb05feadd3eda880c759b5d412a77dd7cf472016637a8dfd61,NEW BUFFALO SHIRT FACTORY,4055 CASILIO PARKWAY,CLARENCE,14031,true,false,2
b2e59b580e55b1feb900114ccf1d235b6317f9b41ef7f20470706620034a7a5e,GAMA ENTERPRISES LLC,5894 SUNSET DRIVE,MIAMI,33143,true,false,2
50328f8f0d251bc3cd7c3485388d5c9422247656053cdd137e34a49cae0d40e6,WESTERN CAB COMPANY,801 S MAIN ST,LAS VEGAS,89101,true,false,2
ff76fd73f238629aa3e80b891300116d8b36477500af2f4737df7d0a42d373ca,DYNAMITE LANDSCAPING,5460 GATEWOOD,STERLING HEIGHTS,48310,true,false,2
9343da9eb6265d61850b86ee7c5bc961174747445759eb1c967680ca54974ecf,MM TRANSPORT SERVICES INC,185 PARK ROAD,PUTNAM,6260,true,false,2
59b93f5ffb2d3769422ac5e478b2c458a164c05e2d897f9b319195f0daf1c6a6,PROJECT GRAPHICS INC,472 MEADOWLAND DRIVE UNIT 5,SOUTH BURLINGTON,5403,true,false,2
4a32dc2d31e237867afeedb585e55734710bc01a89f74fa0f9a18c567a9e5bfd,NUCERO ELECTRICAL CONSTRUCTION CO INC,7210 WISSINOMING STREET,PHILADELPHIA,19135,true,false,2
9f37d7cbe93b26090d40ed3a431fe15bdcece8fbd69df09d2f61afa677192218,LUGANO 2 LLC,9200 OLIVE,SAINT LOUIS,63132,true,false,2
371e7ccdb481b81798d88a0ad2f01a7ad857eb09712baef6490b0b7b5692b2a1,RANCHO JUBILEE LLC,23 04 94TH STREET,EAST ELMHURST,11369,true,false,2
1672fc385ec3a81278a0e61175994eeb162232223adab01e47a4a90e1e55c9e5,VALLORANI MUSHROOMS,1055 NEWARK ROAD,TOUGHKENAMON,19374,true,false,2
e84d33f097d97f536039bc17eef3f47d4115b35e1086d1d16cfd07eebb39607b,PRIME HOTELS USA LLC,1238 COLLINS AVE,MIAMI BEACH,33139,true,false,2
cc6723e73a45766096c69112b60579c892400061e3ad04e2c37e9b42067cf745,HOLIDAY INN EXPRESS  SUITES,600 SPRING STREET,WINDSOR LOCKS,6096,true,false,2
d796e107d2b11bc61d914878ebae5802946019d334546e12ea6690c76097569d,TRANSAMERICA SERVICES  TECHNICAL SUPPLY INC,4404 SCIOTO DR,STEUBENVILLE,43953,true,false,2
709f38231f076e06f5b2289ff76b4a42e383c6b8dd7e87ad48e8b17e7fb05400,J  R FARM LABOR INC,53750 S RIVER RD,CLARKSBURG,95612,true,false,2
bdc33fc4647ec899e83f20b975ef2ea528aafad5be58f279f6b892f03931b300,TRI W FARMS INC,4671 FAISON HIGHWAY,CLINTON,28328,true,false,2
e1d3e6cee8a9dfdee6cde3e30737a347181bb3725cb3d764668b9e8168dac70b,DOWNIE INC,2525 WASHINGTON ROAD,AUGUSTA,30904,true,false,2
b214df70e3f95c1e595362667ad953189339ffe7566f0a8ac8e4808680a4890f,TYPHOON,720 SW WASHINGTON SUITE 305,PORTLAND,97205,true,false,2
49f0af30205fe21131cb29b2fa331c16087ca79c4ece8dc6548c8ac2670a0b40,MOELLER MANUFACTURING COMPANY INC,30100 BECK ROAD,WIXOM,48393,true,false,2
4f83ec091223e477bd0d04558122febfec852b519f9e6ff837919392bef90886,NAN,11 METRO TECH,BROOKLYN,11201,true,false,2
c88c648efd51795049dde0f677cde398025def81c7361a261704b4fb4ce26847,RIVER HILLS GOLF  COUNTRY CLUB,PO BOX 1049,LITTLE RIVER,29566,true,false,2
1d1a87540631a66a855e49effdbb9a9dcd824e2557b12a8b6ac8761556a3fba8,RTR PAINTING  SERVICES INC,5236 ASTOR COURT,VIRGINIA BEACH,23464,true,false,2
fd4dffaa73208ac15f5ca964d31c85d1d3e378c516ead494c173f31201f6c2c0,BURGER TEX,5420 AIRPORT BLVD,AUSTIN,78751,true,false,2
2ebdb403839d0e7cdb8b124e094f423204690968a925d91c317413b0367df370,WENDELL CLEANERS,11 4TH STREET,WENDELL,27591,true,false,2
1c03ce30a7b229e92ff35ac88011e1ad6e5b64200e04b4a333548c8768c0d2a7,RIVER CITY WASTE INC,11234 BLUE WING ROAD,SAN ANTONIO,78223,true,false,2
df9d4d6139fd7036b7dc30ee1d0654df900112d85f907f6038ca46a09c5402fa,ANGELS GENERAL CONSTRUCTION INC,5692 HOMEDALE ST,DETROIT,48210,true,false,2
bb2929bb8b7f95623f73158bd36222d30594224ca7a250a1db99f347855b9d23,EVERGREEN PRODUCE INC,231 ROUTE 54,BUENA,8310,true,false,2
ff6cf64407a173fd07f26e7d316e540d0ffac3f16d41c7adcce483f5cef18ae9,BLUE HEAVEN FARM,4810 WILDWOOD LANE,SPRINGDALE,72762,true,false,2
d04aba7d97e9d02bc2dba8a02129158e10abe3f89dac7dce2d452ef949ace376,LOWCOUNTRY PRODUCE OF CHARLESTON LLC,5065 MAYBANK HWY,WADMALAW ISLAND,29487,true,false,2
954f83c4c98d398a0e2903bf5deea61d2dbcaba97e18de866a06b7964794db8c,NEW DAY BLUEBERRY FARM LLC,6906 103RD AVENUE,SOUTH HAVEN,49090,true,false,2
0ca2f398c698f61280a75b3411900debe17997c3c06ba3bcd38c9fae48584f72,KESHTGAR HAUPPAUGE EXXON,410 WHEELER ROAD,HAUPPAUGE,11788,true,false,2
941f9ec95e81d776348e765104ddc4932f5d467d48e4ae502fb3b4c9c82f668e,SECURIGUARD INC,6858 OLD DOMINION DRIVE,MC LEAN,22101,true,false,2
7c82e4bb00130c1d515c2737ac849fa9027cd37ec18874945b46177fb0735451,GOLDS GYM,18 FURLER ST,TOTOWA,7512,true,false,2
e09011c0d633d38fa85f1773f638dabd6f43111f596f80d992b899398e0f516f,USPS,3775 INDUSTRIAL BLVD,WEST SACRAMENTO,95799,true,false,2
d08e3d672579b11b9db52fb0cfc8c40903f146668b0f4859439c535c8230c7c9,ATLANTIS DINER CORP,350 MONTAUK HIGHWAY,WEST ISLIP,11795,true,false,2
73b11f92f7db24d7d31a33d0272f91b24461193468871572ec62abe6206b502e,JEWISH VOCATIONAL SERVICE,111 PROSPECT STREET,EAST ORANGE,7017,true,false,2
36758a57a7d66e36391dac10dcb6d552dc856d0c079081b3e69bfe10216a02b1,BRIANS FLEET WASHING,350 GELLHORN,HOUSTON,77013,true,false,2
a8d39b1e26bd24d9beabffb36b8450f3cdc00f78e3e9d4293647dd36706736f6,AMERICAN SAMOA 2000 INC,PO BOX 577,PAGO PAGO,96799,true,false,2
11ffbfb5005763ed74c7e500271612096d59d58118eeb6d78acee46ad9773d4e,GRISELDA CASTANEDA FARM LABOR CONTRACTOR,10 MARKLEY DR,BRIDGETON,8302,true,false,2
4492b01a7b57d4b769507e488284b3d74f2f251ff180be4edaeb9fd7f7a5802a,TRUE BLUE INC,1800 SOUTH C STREET,FORT SMITH,72901,true,false,2
e1b6e05776e72a3cf1cfa4a5fd570627e4884c23a57eee410c9ad71c91acff2b,JK HOTEL LLC,2122 HOLIDAY LANE,FRANKLIN,46131,true,false,2
df8269fdc0a0f279ed00e0457fba34080dba01460337566ffa936e5825cc3fa5,MAAG AUTOMOTIVE  MACHINE INC,1640 COLUMBUS AVE,SANDUSKY,44870,true,false,2
7c476ac57c9bf4ecb8a6f5e2b7811b66bd4c5c7cd4ac96a5d82d4536860198f6,CENTRAL FLORIDA ELECTRIC OF OCALA,2500 NW 10TH STREET SUITE 104,OCALA,34475,true,false,2
58e3ee205c1917fae4d224de58486a5e7b317d6bf6cf86d0f41408f06cb76911,USI SERVICES GROUP INC,43 FADEM RD,SPRINGFIELD,7081,true,false,2
4263ba2323172fce3ae5e1043a94583ff7a34216efb8f03f24060a080cb3a00c,BAMBUZA SOUTH WATERFRONT LLC,3682 SW BOND AVE,PORTLAND,97239,true,false,2
255795d11628b7c3992f0b6987abb9f25881a23a7ee12b9f0e4c8c2febad9492,TARPON BEND RAW BAR  GRILL,65 MIRACLE MILE,CORAL GABLES,33134,true,true,2
6c068d802de37b7fdce85fdb98bf15497058dbb0bba46652cede0b462f48d6b8,AMERICAN DREAM CLOTHING INC,2320 E OLYMPIC BLVD,LOS ANGELES,90021,true,false,2
15a9f473bb7fe1bb81142cca920cdd48b73be1b5019ff62bdf23bdcc826c0b71,LOS ARCOS MEXICAN RESTAURANT,1136 HUNGRY NECK BLVD,MOUNT PLEASANT,29464,true,false,2
f386bee2f3673283296e6b1ccbc1cc6998c954e34dd463a8491eba4380dd1eb3,PERSON DIRECTED SUPPORTS INC,6179 WERLEYS CORNER RD,NEW TRIPOLI,18066,true,false,2
b500d7adc7c1ac1e8546baf7f9b3d28007c25b365a7a7c962b9994c5aa11408b,FULL MOON CAFE,1525 EAST 15TH,TULSA,74120,true,false,2
4ccabdca996fb3725794b6c509478f668f613f2f624e6b40cb32f328222d6880,J  A SOLARI INC,17105 E WAGNER LANE,LINDEN,95236,true,false,2
597246a444d03cfbac3e298d25ba4dfccbf207006d08412834c0e0465226c9be,TRABADO HARVESTING,110 E 12TH STREET,DENVER CITY,79323,true,false,2
e415e10e9932cd01cb24bf0700d575f9400a39cba4c3078743cfdcc67996bd80,TELCOM3 INC,1635 COTTONDALE DRIVE,BATON ROUGE,70815,true,false,2
e9ff2c2ef75d42f54f33586fcd24ae1f1bf9edcf01dee3930b39bb2c7443bc89,PIZZA KOUNTZ INC,111 JUSTICE CENTER DRIVE,ROGERSVILLE,37857,true,false,2
bf3d74da063ee3dc57e86fdff3d17a2f93d69fb89959c530cfb8517f87047556,SCOTT KEY CENTER,1050 ROCKY SPRINGS ROAD,FREDERICK,21702,true,false,2
b9ca5c53abe5d8b02f387f31137c78bdf650343692bb4c49ca52e62a190fcff6,TRIMARK CONSTRUCTION INC,16660 PAPAGO WAY,COLORADO SPRINGS,80908,true,false,2
05077b9a9facd2e6813221e2c1a69ded1410ad593a2c03f63fb03fd093ab1065,GRIMMWAY FARMS,14141 DIGIORGIO ROAD,ARVIN,93203,true,false,2
9481bec21b3f7eaaa1278fe1ea963567a65afe7bb87091dc8849e8cc5683f8a5,SALON KNOTTY,1447 N ROCK ROAD,WICHITA,67206,true,false,2
18ae6a61db77da3b9069deb6e4c53c2efad69cfbc17308fd3e4b82b02ee8bd5a,PROFESSIONAL HOME SERVICES INC,2941 ALLISON BONNETT MEMORIAL DRIVE,HUEYTOWN,35023,true,false,2
86363f6b38cebfedccc2b61db6a43c8949e4d71727b1352ca4d21af79d6dafbc,LONG BRANCH SALOON,2199 7TH AVENUE,VERO BEACH,32960,true,false,2
a50e481fcfca155e4ecf128417a5b50ca1bb814a9848a389572a60b1902bba88,NEXION HEALTH AT LANCASTER INC,1850 W PLEASANT RUN ROAD,LANCASTER,75146,true,false,2
2605d83fa4634dfb8e02c0ca89f0e53556deaacaaf415a8c36f92602f25963b8,FARMERS GROUP INC,4680 WILSHIRE BLVD,LOS ANGELES,90010,true,false,2
3d17a3c51b8ed63854157a2235a1ea5fe05f682839a1c9252e7ecd55fd992a49,JACKSON MELONS INC,615 12 E MAIN,HENDERSON,75652,true,false,2
4b6b4d17c3b1b9f44191071f6a3c0938c59c0d5b865d7f2643ce43b5841b6beb,THE WHITESTONE GROUP INC,4100 REGENT STREET SUITE C,COLUMBUS,43219,true,false,2
d54580da379dd6f214cdbddb51c5beefcd21bbe81d5f36decaedb89e02dcef36,MELLOW MUSHROOM,11955 SHELDON ROAD,TAMPA,33626,true,false,2
9285b7b01c7e56d803601f7a06d26d3869bcd7f40fe40caed456d0cb59d8299e,COVENANT CARE CALIFORNIA LLC,5225 SOUTH J STREET,OXNARD,93033,true,false,2
356770728de5e6a3658c3220f7b6d50765d7fd0cb0bd4c99233c0bf47152765b,HONG KONG LOUNGE,5322 GEARY BOULEVARD,SAN FRANCISCO,94121,true,false,2
dff1249333067a52c5b5c96d0c7e63299ff76516598f274cd508f634e998fe3a,VALLEY ENERGY SPECIALIST,1006 E FERGUSON,PHARR,78577,true,false,2
ec0121dec6ef11e36c027beb5799fe3a3d087dd12980d1847b0fe8c1e61ddf31,PLANTEL NURSERIES INC,2890 TELEPHONE ROAD,SANTA MARIA,93454,true,false,2
5d67aba908e890ad4b4239adcc14e497f2c7057b863157a427264346cb0f82e3,VALUE PLUS INC,3 CHURCH STREET,OAK HILL,25901,true,false,2
b8d62fa071e9710d636ae15e6c13f71055ed427fbc0f5c5a047c0cb27ff2e421,MIRACLE MACHINES,3013 HARING RD,METAIRIE,70006,true,false,2
aad684f659485c1f0b5eb4512c216871baf06169fcb826a7e98b8a47f26a08c5,OSKALOOSA THRIFTWAY,507 WALNUT,OSKALOOSA,66066,true,false,2
952e9a94e96caa868b39ad08931de80bad48db1948982f145a9d15059e790a81,GARDEN RIDGE LP,19411 ATRIUM PLACE STE 170,HOUSTON,77084,true,false,2
43c04b86d1de4044fe3bb6eed5969911be96de17e30ead44a8f223ea4a149630,WHEELER DEVELOPMENT LLC,410 WHEELER ROAD,HAUPPAUGE,11788,true,false,2
62288fb604c11d35f5051c5c9723efc08155e67411df4efa0de1d68f0920e605,GRACE MEDICAL CENTER,2412 50TH STREET,LUBBOCK,79412,true,false,2
61e4e68437137ac133603828b614a91a26a7134e80f888a7fd00147a5f5a13d0,TEEN ADVANCEMENT,9400 LIVINGSTON ROAD,FORT WASHINGTON,20744,true,false,2
